Engagements,Followers at Posting,Album,Photo,Video,CreatedDayofweek,CreatedDayofyear,CreatedTotalMinutes,player,player_followers,team,team_followers,celebrity,celebrity_followers,organization,organization_followers
502093,0.5414905192531884,0,0,1,0.28184285212220994,-0.07047838846705705,0.29586254439935883,0.3333333333333333,0.7839742341474539,0.14285714285714285,0.8633166762833683,0.0,0.0,0.0,0.0
603380,0.5414905192531884,0,0,1,0.28184285212220994,-0.07047838846705705,0.27015024419088074,0.1111111111111111,0.7726528789941475,0.14285714285714285,0.8633166762833683,0.0,0.0,0.0,0.0
603380,0.5414905192531884,0,0,1,0.28184285212220994,-0.07047838846705705,0.2465227250803873,0.1111111111111111,0.6540056338115113,0.14285714285714285,0.8409560841566217,0.0,0.0,0.0,0.0
725100,0.5414905192531884,0,0,1,0.28184285212220994,-0.07047838846705705,0.23470896552514064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661446,0.5414905192531884,0,0,1,0.28184285212220994,-0.07047838846705705,0.18258943807552286,0.1111111111111111,0.8412559987736719,0.0,0.0,0.0,0.0,0.0,0.0
322444,0.5390521958049501,0,1,0,0.28184285212220994,-0.07047838846705705,-0.09885601015241324,0.2222222222222222,0.8279322023530519,0.0,0.0,0.0,0.0,0.0,0.0
722540,0.5390521958049501,0,0,1,0.28184285212220994,-0.07047838846705705,-0.16278929715727772,0.0,0.0,0.14285714285714285,0.9475821866533439,0.0,0.0,0.0,0.0
339265,0.5390521958049501,0,1,0,0.28184285212220994,-0.07047838846705705,-0.3094189010488691,0.0,0.0,0.2857142857142857,0.8934240602864217,0.0,0.0,0.0,0.0
443330,0.5390521958049501,0,1,0,0.28184285212220994,-0.07047838846705705,-0.6506280740857002,0.0,0.0,0.14285714285714285,0.9475821866533439,0.0,0.0,0.2,0.6773395819321856
652193,0.5390521958049501,0,0,1,0.28184285212220994,-0.07047838846705705,-0.657577344412316,0.1111111111111111,0.9263163691040363,0.0,0.0,0.0,0.0,0.2,0.7686137645109106
652193,0.5390521958049501,0,0,1,0.28184285212220994,-0.07047838846705705,-0.6624418336409469,0.2222222222222222,0.9329362582430833,0.0,0.0,0.0,0.0,0.0,0.0
443330,0.5390521958049501,0,1,0,0.28184285212220994,-0.07047838846705705,-0.6673063228695779,0.0,0.0,0.2857142857142857,0.9541922065279178,0.0,0.0,0.0,0.0
713427,0.5390521958049501,0,0,1,0.28184285212220994,-0.07047838846705705,-0.6693911039675626,0.1111111111111111,0.8155696918057292,0.14285714285714285,0.9475821866533439,0.0,0.0,0.0,0.0
470233,0.5390521958049501,0,1,0,0.14237172979226365,-0.0732256412143098,0.3125407931832365,0.0,0.0,0.14285714285714285,0.9475821866533439,0.0,0.0,0.0,0.0
675091,0.5390521958049501,0,0,1,0.14237172979226365,-0.0732256412143098,0.3062864498892824,0.1111111111111111,0.8155696918057292,0.14285714285714285,0.9475821866533439,0.0,0.0,0.0,0.0
443543,0.5390521958049501,0,1,0,0.14237172979226365,-0.0732256412143098,0.29794732549734354,0.2222222222222222,0.9329362582430833,0.0,0.0,0.0,0.0,0.2,0.7686137645109106
718485,0.5390521958049501,0,0,1,0.14237172979226365,-0.0732256412143098,0.2951676173666973,0.1111111111111111,0.6609858345106029,0.0,0.0,0.0,0.0,0.0,0.0
427347,0.5390521958049501,0,1,0,0.14237172979226365,-0.0732256412143098,0.2937777633013741,0.1111111111111111,0.8155696918057292,0.14285714285714285,0.9475821866533439,0.0,0.0,0.0,0.0
696779,0.5390521958049501,0,0,1,0.14237172979226365,-0.0732256412143098,0.2916929822033894,0.1111111111111111,0.9263163691040363,0.0,0.0,0.0,0.0,0.0,0.0
569271,0.5390521958049501,0,1,0,0.14237172979226365,-0.0732256412143098,0.29030312813806625,0.1111111111111111,0.9263163691040363,0.14285714285714285,0.9475821866533439,0.0,0.0,0.0,0.0
603391,0.5390521958049501,0,0,1,0.14237172979226365,-0.0732256412143098,0.2611161927662803,0.1111111111111111,0.8472171578197111,0.14285714285714285,0.8248842858491937,0.0,0.0,0.0,0.0
603391,0.5390521958049501,0,0,1,0.14237172979226365,-0.0732256412143098,0.2562517035376493,0.1111111111111111,0.6609858345106029,0.14285714285714285,0.8248842858491937,0.0,0.0,0.0,0.0
711819,0.5390521958049501,0,0,1,0.14237172979226365,-0.0732256412143098,0.20969159234932408,0.1111111111111111,0.9263163691040363,0.0,0.0,0.0,0.0,0.0,0.0
404760,0.5390521958049501,0,1,0,0.14237172979226365,-0.0732256412143098,0.1714706055529377,0.1111111111111111,0.8155696918057292,0.0,0.0,0.0,0.0,0.0,0.0
534517,0.5368747496774795,0,0,1,0.14237172979226365,-0.0732256412143098,0.062367061425071126,0.0,0.0,0.42857142857142855,0.960125609295666,0.0,0.0,0.2,0.5710572669603694
590945,0.5368747496774795,0,0,1,0.14237172979226365,-0.0732256412143098,-0.180162472973817,0.1111111111111111,0.8155696918057292,0.2857142857142857,0.9541922065279178,0.0,0.0,0.2,0.7641186237328382
354472,0.5368747496774795,0,1,0,0.14237172979226365,-0.0732256412143098,-0.2621638628278823,0.0,0.0,0.2857142857142857,0.9541922065279178,0.0,0.0,0.2,0.7641186237328382
412221,0.5368747496774795,0,1,0,0.14237172979226365,-0.0732256412143098,-0.6527128551836849,0.0,0.0,0.14285714285714285,0.8633166762833683,0.0,0.0,0.0,0.0
646075,0.5368747496774795,0,0,1,0.8414709848078965,-0.07597289396156255,0.28126907671346585,0.0,0.0,0.14285714285714285,0.8633166762833683,0.25,0.6647105804912621,0.0,0.0
708249,0.5368747496774795,0,0,1,0.8414709848078965,-0.07597289396156255,0.2673705360602344,0.0,0.0,0.14285714285714285,0.8633166762833683,0.0,0.0,0.0,0.0
708249,0.5368747496774795,0,0,1,0.8414709848078965,-0.07597289396156255,0.2611161927662803,0.0,0.0,0.14285714285714285,0.8633166762833683,0.0,0.0,0.0,0.0
366002,0.5368747496774795,0,1,0,0.8414709848078965,-0.07597289396156255,0.2465227250803873,0.0,0.0,0.2857142857142857,0.8934240602864217,0.0,0.0,0.0,0.0
843345,0.5368747496774795,0,0,1,0.8414709848078965,-0.07597289396156255,0.2333191114598175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589358,0.5368747496774795,0,0,1,0.8414709848078965,-0.07597289396156255,0.21525100861061666,0.1111111111111111,0.6540056338115113,0.2857142857142857,0.8934240602864217,0.0,0.0,0.0,0.0
646075,0.5368747496774795,0,0,1,0.8414709848078965,-0.07597289396156255,0.20969159234932408,0.1111111111111111,0.7174560989888134,0.0,0.0,0.25,0.6864873687213313,0.0,0.0
443147,0.5368747496774795,0,1,0,0.8414709848078965,-0.07597289396156255,0.17980972994487654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843345,0.5368747496774795,0,0,1,0.8414709848078965,-0.07597289396156255,0.17564016774890712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686948,0.5368747496774795,0,0,1,0.8414709848078965,-0.07597289396156255,0.17425031368358398,0.1111111111111111,0.715055472946973,0.0,0.0,0.0,0.0,0.2,0.7781034591050114
