Engagements,Followers at Posting,Album,Photo,Video,CreatedDayofweek,CreatedDayofyear,CreatedTotalMinutes,player,player_followers,team,team_followers,celebrity,celebrity_followers,organization,organization_followers
502093,0.5414905192531884,0,0,1,0.14285714285714285,-0.07047838846705705,0.29586254439935883,0.3333333333333333,0.018636098170962862,0.14285714285714285,0.09482179000296158,0.0,0.0,0.0,0.0
603380,0.5414905192531884,0,0,1,0.14285714285714285,-0.07047838846705705,0.27015024419088074,0.1111111111111111,0.015125465179379433,0.14285714285714285,0.09482179000296158,0.0,0.0,0.0,0.0
603380,0.5414905192531884,0,0,1,0.14285714285714285,-0.07047838846705705,0.2465227250803873,0.1111111111111111,0.001697229237276431,0.14285714285714285,0.06449652382923649,0.0,0.0,0.0,0.0
725100,0.5414905192531884,0,0,1,0.14285714285714285,-0.07047838846705705,0.23470896552514064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661446,0.5414905192531884,0,0,1,0.14285714285714285,-0.07047838846705705,0.18258943807552286,0.1111111111111111,0.0535785114269706,0.0,0.0,0.0,0.0,0.0,0.0
322444,0.5390521958049501,0,1,0,0.14285714285714285,-0.07047838846705705,-0.09885601015241324,0.2222222222222222,0.0419094080038304,0.0,0.0,0.0,0.0,0.0,0.0
722540,0.5390521958049501,0,0,1,0.14285714285714285,-0.07047838846705705,-0.16278929715727772,0.0,0.0,0.14285714285714285,0.4051782099970384,0.0,0.0,0.0,0.0
339265,0.5390521958049501,0,1,0,0.14285714285714285,-0.07047838846705705,-0.3094189010488691,0.0,0.0,0.2857142857142857,0.15931831383219805,0.0,0.0,0.0,0.0
443330,0.5390521958049501,0,1,0,0.14285714285714285,-0.07047838846705705,-0.6506280740857002,0.0,0.0,0.14285714285714285,0.4051782099970384,0.0,0.0,0.2,0.0018285674865208836
652193,0.5390521958049501,0,0,1,0.14285714285714285,-0.07047838846705705,-0.657577344412316,0.1111111111111111,0.25706335302581834,0.0,0.0,0.0,0.0,0.2,0.010879403025225318
652193,0.5390521958049501,0,0,1,0.14285714285714285,-0.07047838846705705,-0.6624418336409469,0.2222222222222222,0.2904312701975336,0.0,0.0,0.0,0.0,0.0,0.0
443330,0.5390521958049501,0,1,0,0.14285714285714285,-0.07047838846705705,-0.6673063228695779,0.0,0.0,0.2857142857142857,0.4540701059131718,0.0,0.0,0.0,0.0
713427,0.5390521958049501,0,0,1,0.14285714285714285,-0.07047838846705705,-0.6693911039675626,0.1111111111111111,0.033367917171715285,0.14285714285714285,0.4051782099970384,0.0,0.0,0.0,0.0
470233,0.5390521958049501,0,1,0,0.0,-0.0732256412143098,0.3125407931832365,0.0,0.0,0.14285714285714285,0.4051782099970384,0.0,0.0,0.0,0.0
675091,0.5390521958049501,0,0,1,0.0,-0.0732256412143098,0.3062864498892824,0.1111111111111111,0.033367917171715285,0.14285714285714285,0.4051782099970384,0.0,0.0,0.0,0.0
443543,0.5390521958049501,0,1,0,0.0,-0.0732256412143098,0.29794732549734354,0.2222222222222222,0.2904312701975336,0.0,0.0,0.0,0.0,0.2,0.010879403025225318
718485,0.5390521958049501,0,0,1,0.0,-0.0732256412143098,0.2951676173666973,0.1111111111111111,0.0019303168564674528,0.0,0.0,0.0,0.0,0.0,0.0
427347,0.5390521958049501,0,1,0,0.0,-0.0732256412143098,0.2937777633013741,0.1111111111111111,0.033367917171715285,0.14285714285714285,0.4051782099970384,0.0,0.0,0.0,0.0
696779,0.5390521958049501,0,0,1,0.0,-0.0732256412143098,0.2916929822033894,0.1111111111111111,0.25706335302581834,0.0,0.0,0.0,0.0,0.0,0.0
569271,0.5390521958049501,0,1,0,0.0,-0.0732256412143098,0.29030312813806625,0.1111111111111111,0.25706335302581834,0.14285714285714285,0.4051782099970384,0.0,0.0,0.0,0.0
603391,0.5390521958049501,0,0,1,0.0,-0.0732256412143098,0.2611161927662803,0.1111111111111111,0.059802538773134274,0.14285714285714285,0.04889189591613339,0.0,0.0,0.0,0.0
603391,0.5390521958049501,0,0,1,0.0,-0.0732256412143098,0.2562517035376493,0.1111111111111111,0.0019303168564674528,0.14285714285714285,0.04889189591613339,0.0,0.0,0.0,0.0
711819,0.5390521958049501,0,0,1,0.0,-0.0732256412143098,0.20969159234932408,0.1111111111111111,0.25706335302581834,0.0,0.0,0.0,0.0,0.0,0.0
404760,0.5390521958049501,0,1,0,0.0,-0.0732256412143098,0.1714706055529377,0.1111111111111111,0.033367917171715285,0.0,0.0,0.0,0.0,0.0,0.0
534517,0.5368747496774795,0,0,1,0.0,-0.0732256412143098,0.062367061425071126,0.0,0.0,0.42857142857142855,0.5029620018293052,0.0,0.0,0.2,0.00022922794034556512
590945,0.5368747496774795,0,0,1,0.0,-0.0732256412143098,-0.180162472973817,0.1111111111111111,0.033367917171715285,0.2857142857142857,0.4540701059131718,0.0,0.0,0.2,0.009964653205322239
354472,0.5368747496774795,0,1,0,0.0,-0.0732256412143098,-0.2621638628278823,0.0,0.0,0.2857142857142857,0.4540701059131718,0.0,0.0,0.2,0.009964653205322239
412221,0.5368747496774795,0,1,0,0.0,-0.0732256412143098,-0.6527128551836849,0.0,0.0,0.14285714285714285,0.09482179000296158,0.0,0.0,0.0,0.0
646075,0.5368747496774795,0,0,1,0.8571428571428571,-0.07597289396156255,0.28126907671346585,0.0,0.0,0.14285714285714285,0.09482179000296158,0.25,0.0019084621038585171,0.0,0.0
708249,0.5368747496774795,0,0,1,0.8571428571428571,-0.07597289396156255,0.2673705360602344,0.0,0.0,0.14285714285714285,0.09482179000296158,0.0,0.0,0.0,0.0
708249,0.5368747496774795,0,0,1,0.8571428571428571,-0.07597289396156255,0.2611161927662803,0.0,0.0,0.14285714285714285,0.09482179000296158,0.0,0.0,0.0,0.0
366002,0.5368747496774795,0,1,0,0.8571428571428571,-0.07597289396156255,0.2465227250803873,0.0,0.0,0.2857142857142857,0.15931831383219805,0.0,0.0,0.0,0.0
843345,0.5368747496774795,0,0,1,0.8571428571428571,-0.07597289396156255,0.2333191114598175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589358,0.5368747496774795,0,0,1,0.8571428571428571,-0.07597289396156255,0.21525100861061666,0.1111111111111111,0.001697229237276431,0.2857142857142857,0.15931831383219805,0.0,0.0,0.0,0.0
646075,0.5368747496774795,0,0,1,0.8571428571428571,-0.07597289396156255,0.20969159234932408,0.1111111111111111,0.005467223783071442,0.0,0.0,0.25,0.0028661640176195994,0.0,0.0
443147,0.5368747496774795,0,1,0,0.8571428571428571,-0.07597289396156255,0.17980972994487654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843345,0.5368747496774795,0,0,1,0.8571428571428571,-0.07597289396156255,0.17564016774890712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686948,0.5368747496774795,0,0,1,0.8571428571428571,-0.07597289396156255,0.17425031368358398,0.1111111111111111,0.005230531868446565,0.0,0.0,0.0,0.0,0.2,0.013095693947008021
708249,0.5368747496774795,0,0,1,0.8571428571428571,-0.07597289396156255,0.15618221083438316,0.0,0.0,0.14285714285714285,0.09482179000296158,0.0,0.0,0.0,0.0
646086,0.5344761482904281,0,0,1,0.8571428571428571,-0.07597289396156255,0.12630034842993562,0.1111111111111111,0.004038849380876091,0.14285714285714285,0.09482179000296158,0.0,0.0,0.0,0.0
591423,0.5344761482904281,0,0,1,0.8571428571428571,-0.07597289396156255,-0.09051688576047437,0.0,0.0,0.2857142857142857,0.15931831383219805,0.0,0.0,0.2,0.013095693947008021
554182,0.5344761482904281,0,0,1,0.8571428571428571,-0.07597289396156255,-0.19545086769237155,0.0,0.0,0.2857142857142857,0.15931831383219805,0.0,0.0,0.2,0.013095693947008021
367570,0.5344761482904281,0,1,0,0.8571428571428571,-0.07597289396156255,-0.3038594847875765,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.013095693947008021
436512,0.5344761482904281,0,1,0,0.8571428571428571,-0.07597289396156255,-0.6256107009098837,0.0,0.0,0.14285714285714285,0.4051782099970384,0.0,0.0,0.2,0.06607488430195191
815419,0.5344761482904281,0,0,1,0.8571428571428571,-0.07597289396156255,-0.6742555931961937,0.1111111111111111,0.25706335302581834,0.14285714285714285,0.4051782099970384,0.0,0.0,0.0,0.0
436512,0.5344761482904281,1,0,0,0.8571428571428571,-0.07597289396156255,-0.6777302283595015,0.1111111111111111,0.033367917171715285,0.14285714285714285,0.4051782099970384,0.0,0.0,0.0,0.0
505848,0.5344761482904281,0,1,0,0.7142857142857143,-0.07872014670881529,0.31462557428122123,0.0,0.0,0.14285714285714285,0.4051782099970384,0.0,0.0,0.0,0.0
762187,0.5344761482904281,0,0,1,0.7142857142857143,-0.07872014670881529,0.30003210659532825,0.1111111111111111,0.25706335302581834,0.0,0.0,0.0,0.0,0.0,0.0
775600,0.5344761482904281,0,0,1,0.7142857142857143,-0.07872014670881529,0.2965574714320204,0.1111111111111111,0.033367917171715285,0.0,0.0,0.0,0.0,0.0,0.0
459715,0.5344761482904281,0,1,0,0.7142857142857143,-0.07872014670881529,0.28752342000742,0.1111111111111111,0.033367917171715285,0.14285714285714285,0.4051782099970384,0.0,0.0,0.0,0.0
810406,0.5344761482904281,0,0,1,0.7142857142857143,-0.07872014670881529,0.27015024419088074,0.1111111111111111,0.25706335302581834,0.0,0.0,0.0,0.0,0.0,0.0
686960,0.5344761482904281,0,0,1,0.7142857142857143,-0.07872014670881529,0.263200973864265,0.1111111111111111,0.0019303168564674528,0.14285714285714285,0.04889189591613339,0.0,0.0,0.0,0.0
626655,0.5344761482904281,0,0,1,0.7142857142857143,-0.07872014670881529,0.2374886736557869,0.2222222222222222,0.005141143372126614,0.14285714285714285,0.04889189591613339,0.0,0.0,0.0,0.0
747095,0.5322132295364951,0,0,1,0.7142857142857143,-0.07872014670881529,0.03040041792263888,0.0,0.0,0.2857142857142857,0.4540701059131718,0.0,0.0,0.0,0.0
577007,0.5322132295364951,0,0,1,0.7142857142857143,-0.07872014670881529,-0.07661834510724297,0.0,0.0,0.42857142857142855,0.8592483159102102,0.0,0.0,0.2,0.00022922794034556512
359722,0.5322132295364951,1,0,0,0.7142857142857143,-0.07872014670881529,-0.2176885327375418,0.1111111111111111,0.01915943005059653,0.0,0.0,0.0,0.0,0.2,0.002506282173475061
435542,0.5322132295364951,0,1,0,0.7142857142857143,-0.07872014670881529,-0.2864863089710373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470061,0.5322132295364951,0,1,0,0.7142857142857143,-0.07872014670881529,-0.6839845716534556,0.0,0.0,0.2857142857142857,0.4696747338262749,0.0,0.0,0.0,0.0
603424,0.5322132295364951,0,0,1,0.5714285714285714,-0.08146739945606804,0.28682849297475843,0.1111111111111111,0.0535785114269706,0.14285714285714285,0.06449652382923649,0.0,0.0,0.0,0.0
647517,0.5322132295364951,0,0,1,0.5714285714285714,-0.08146739945606804,0.2659806819949113,0.1111111111111111,0.0535785114269706,0.0,0.0,0.0,0.0,0.0,0.0
661494,0.5322132295364951,0,0,1,0.5714285714285714,-0.08146739945606804,0.18953870840213852,0.1111111111111111,0.0535785114269706,0.0,0.0,0.0,0.0,0.0,0.0
661494,0.5322132295364951,0,0,1,0.5714285714285714,-0.08146739945606804,0.17980972994487654,0.1111111111111111,0.0535785114269706,0.0,0.0,0.0,0.0,0.0,0.0
465482,0.5300412338373786,1,0,0,0.5714285714285714,-0.08146739945606804,0.159656845997691,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.013095693947008021
608357,0.5300412338373786,0,0,1,0.5714285714285714,-0.08146739945606804,0.12769020249525875,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.023975096972233337
