Engagements,Followers at Posting,Album,Photo,Video,CreatedDayofweek,CreatedDayofyear,CreatedTotalMinutes,player,player_followers,team,team_followers,celebrity,celebrity_followers,organization,organization_followers
502093,0.5414905192531884,0,0,1,0.14285714285714285,-0.07047838846705705,0.29586254439935883,0.3333333333333333,-0.04085200344148187,0.14285714285714285,0.025339350244143365,0.0,-0.0024311311791679335,0.0,-0.002745771528629706
603380,0.5414905192531884,0,0,1,0.14285714285714285,-0.07047838846705705,0.27015024419088074,0.1111111111111111,-0.0443626364330653,0.14285714285714285,0.025339350244143365,0.0,-0.0024311311791679335,0.0,-0.002745771528629706
603380,0.5414905192531884,0,0,1,0.14285714285714285,-0.07047838846705705,0.2465227250803873,0.1111111111111111,-0.0577908723751683,0.14285714285714285,-0.004985915929581725,0.0,-0.0024311311791679335,0.0,-0.002745771528629706
725100,0.5414905192531884,0,0,1,0.14285714285714285,-0.07047838846705705,0.23470896552514064,0.0,-0.059488101612444735,0.0,-0.06948243975881821,0.0,-0.0024311311791679335,0.0,-0.002745771528629706
661446,0.5414905192531884,0,0,1,0.14285714285714285,-0.07047838846705705,0.18258943807552286,0.1111111111111111,-0.005909590185474135,0.0,-0.06948243975881821,0.0,-0.0024311311791679335,0.0,-0.002745771528629706
322444,0.5390521958049501,0,1,0,0.14285714285714285,-0.07047838846705705,-0.09885601015241324,0.2222222222222222,-0.017578693608614332,0.0,-0.06948243975881821,0.0,-0.0024311311791679335,0.0,-0.002745771528629706
722540,0.5390521958049501,0,0,1,0.14285714285714285,-0.07047838846705705,-0.16278929715727772,0.0,-0.059488101612444735,0.14285714285714285,0.3356957702382202,0.0,-0.0024311311791679335,0.0,-0.002745771528629706
339265,0.5390521958049501,0,1,0,0.14285714285714285,-0.07047838846705705,-0.3094189010488691,0.0,-0.059488101612444735,0.2857142857142857,0.08983587407337985,0.0,-0.0024311311791679335,0.0,-0.002745771528629706
443330,0.5390521958049501,0,1,0,0.14285714285714285,-0.07047838846705705,-0.6506280740857002,0.0,-0.059488101612444735,0.14285714285714285,0.3356957702382202,0.0,-0.0024311311791679335,0.2,-0.0009172040421088226
652193,0.5390521958049501,0,0,1,0.14285714285714285,-0.07047838846705705,-0.657577344412316,0.1111111111111111,0.1975752514133736,0.0,-0.06948243975881821,0.0,-0.0024311311791679335,0.2,0.00813363149659561
